;DATASET;EMISSIEJAAR;STOFCODE;STOF;CODE_EMISSIEOORZAAK;EMISSIEOORZAAK;CODE_BEDRIJF;NAAM_BEDRIJF;SBI_CODE;SBI;XCO_BEDRIJF;YCO_BEDRIJF;IDG_CODE;IDG_NAAM;EMISSIEPUNT_CODE;EMISSIEPUNT_NAAM;XCO_EMISSIEPUNT;YCO_EMISSIEPUNT;TYPE;HOOGTE;LENGTE;BREEDTE;HOEK;UITSTROOMOPENING_M2;TEMPERATUUR;UITTREEDSNELHEID;VOLUMESTROOM;WARMTEINHOUD;EMISSIE;XCO_EMISSIEPUNT_HARM;YCO_EMISSIEPUNT_HARM;XCO_BEDRIJF_HARM;YCO_BEDRIJF_HARM
475;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T101100;SBI 20.1 (per bedrijf): Vervaardiging van chemische basisproducten;51104;Dow Benelux BV (Hoek);20141;Vervaardiging van petrochemische producten;43193;373788;pub_0301;Chemische Industrie basisproducten;38510;STACK BA-2000 LE3;43223;374005;P;26.0;;;;1.0;;;;0.019;549139.0;43223;374004;43193;373787
476;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T101100;SBI 20.1 (per bedrijf): Vervaardiging van chemische basisproducten;51104;Dow Benelux BV (Hoek);20141;Vervaardiging van petrochemische producten;43193;373788;pub_0301;Chemische Industrie basisproducten;38514;STACK BA-98+BA-99 (KTI) LE2;42683;373986;P;60.0;;;;1.0;;;;0.293;73430990.0;42683;373985;43193;373787
477;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T101100;SBI 20.1 (per bedrijf): Vervaardiging van chemische basisproducten;12175;Air Liquide Nederland BV;20110;Vervaardiging van industriële gassen;77139;433574;pub_0301;Chemische Industrie basisproducten;39449;ATR Fired Heater;77139;433574;P;50.0;;;;1.3;150.0;3.0;3.4;0.602;6471737.0;77139;433573;77139;433573
478;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T101100;SBI 20.1 (per bedrijf): Vervaardiging van chemische basisproducten;12175;Air Liquide Nederland BV;20110;Vervaardiging van industriële gassen;77139;433574;pub_0301;Chemische Industrie basisproducten;39451;SMR-II fornuis;77139;433574;P;35.0;;;;7.1;167.0;7.0;50.0;9.951;61493780.0;77139;433573;77139;433573
479;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T102102;SBI 23 (per bedrijf): Bouwmaterialen- en glasindustrie;151;O-I Manufacturing Netherlands BV (Maastricht);23130;Vervaardiging van holglas;177322;318844;pub_0203;Bouwmaterialenindustrie;34832;Schoorsteen glasoven M3;177350;318800;P;45.0;;;;2.0;166.0;2.0;3.75;0.742;16730209.290675;177350;318799;177322;318843
480;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T102102;SBI 23 (per bedrijf): Bouwmaterialen- en glasindustrie;64759;Wienerberger Steenfabriek Zennewijnen;23320;Vervaardiging van keramische producten voor de bouw (geen tegels en plavuizen);157100;430620;pub_0203;Bouwmaterialenindustrie;44391;Standaard steenbakkerij;157100;430620;P;33.0;;;;0.5;;;;1.0;11017615.4;157100;430619;157100;430619
481;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T104704;SBI 24.45 (per bedrijf) Vervaardiging van overige non-ferrometalen, koper;63012;Aurubis Netherlands B.V.;24440;Vervaardiging van koper;211100;463650;pub_0201;Basismetaal;49433;Beitsafzuiging bandoven 2;211007;463645;P;40.0;0.0;0.0;0.0;0.7;30.0;1.0;0.83;0.019;334262.0;211007;463644;211100;463649
482;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T102201;SBI 19.201 (per bedrijf): Aardolieraffinage;12177;VPR Energy B.V.;19201;Aardolieraffinage;74500;436400;pub_0401;Raffinage en verwerking;59902;Tijdelijke stoomketel;74482;436443;P;11.0;;;;0.0;240.0;;2.8;0.82;5838785.0;74482;436442;74500;436399
483;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T100201;SBI 10-12 (per bedrijf): Voedings- & genotmiddelenindustrie;10546;Bel Leerdammer BV (Schoonrewoerd);10510;Vervaardiging van zuivelproducten (geen consumptie-ijs);136450;437100;pub_0216;Voedings- en genotmiddelenindustrie;56461;Ketel 7;136410;437111;P;14.0;;;;0.817;;;;0.12;6130000.0;136410;437110;136450;437099
484;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T100201;SBI 10-12 (per bedrijf): Voedings- & genotmiddelenindustrie;10546;Bel Leerdammer BV (Schoonrewoerd);10510;Vervaardiging van zuivelproducten (geen consumptie-ijs);136450;437100;pub_0216;Voedings- en genotmiddelenindustrie;56462;Lijn 3;136445;437244;P;10.0;;;;0.005;56.0;12.0;0.0596;0.003;74600.0;136445;437243;136450;437099
485;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T106100;SBI 22.2 (per bedrijf): Vervaardiging van producten van kunststof;10998;Draka Interfoam BV;22210;Vervaardiging van platen, folie, buizen en profielen van kunststof;99700;478740;pub_0213;Rubber- en kunstofverw. Industrie;57880;Schuimproductie-MP1;99676;478793;P;15.0;;;;0.25;;;;0.055;115102.12;99676;478792;99700;478739
486;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T103100;SBI 21.1 (per bedrijf): Vervaardiging van farmaceutische producten;21302;Abbott Healthcare Products BV;21200;Vervaardiging van farmaceutische producten (geen grondstoffen);130940;479560;pub_0304;Chemische Industrie overig;56681;WND ketelhuis ketel 13;130650;479630;P;22.0;;;;0.5;;;;0.534;1823950.0;130650;479629;130940;479559
487;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T100201;SBI 10-12 (per bedrijf): Voedings- & genotmiddelenindustrie;11658;Farm Frites BV;10310;Vervaardiging van aardappelproducten;70714;426770;pub_0216;Voedings- en genotmiddelenindustrie;38887;Ketel met naverbrander, Prokal;70645;426740;P;10.0;;;;1.99;140.0;3.0;6.944;1.141;11945614.0;70645;426739;70714;426769
488;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T101100;SBI 20.1 (per bedrijf): Vervaardiging van chemische basisproducten;12135;ExxonMobil Chemical Holland BV (ROP van RPI);20141;Vervaardiging van petrochemische producten;72300;438500;pub_0301;Chemische Industrie basisproducten;8000;Schoorsteen SG-1301 en SG-1302;72469;438544;P;31.0;;;;0.0;;;;4.636;43175377.0;72469;438543;72300;438499
489;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T101100;SBI 20.1 (per bedrijf): Vervaardiging van chemische basisproducten;33414;BASF Nederland BV Catalysts;20160;Vervaardiging van kunststof in primaire vorm;132150;454100;pub_0301;Chemische Industrie basisproducten;46751;Denox BM;132173;454086;P;30.0;;;;0.03;380.0;10.0;0.3;0.142;26642.764275;132173;454085;132150;454099
490;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T101100;SBI 20.1 (per bedrijf): Vervaardiging van chemische basisproducten;33414;BASF Nederland BV Catalysts;20160;Vervaardiging van kunststof in primaire vorm;132150;454100;pub_0301;Chemische Industrie basisproducten;46753;Productie BM;132173;454088;P;30.0;;;;1.0;25.0;41.0;40.7;0.679;2758097.44035;132173;454087;132150;454099
491;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T101100;SBI 20.1 (per bedrijf): Vervaardiging van chemische basisproducten;33414;BASF Nederland BV Catalysts;20160;Vervaardiging van kunststof in primaire vorm;132150;454100;pub_0301;Chemische Industrie basisproducten;46754;Productie FT;132157;454177;P;30.0;;;;1.0;25.0;1.0;1.3;0.022;626363.358975;132157;454176;132150;454099
492;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T101100;SBI 20.1 (per bedrijf): Vervaardiging van chemische basisproducten;49010;Basell Benelux BV;20160;Vervaardiging van kunststof in primaire vorm;98743;409159;pub_0301;Chemische Industrie basisproducten;38758;Divers, overig, diffuus;98743;409159;P;100.0;;;;0.0;;;;0.39642789193;75000.2408137594;98743;409158;98743;409158
493;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T100201;SBI 10-12 (per bedrijf): Voedings- & genotmiddelenindustrie;49033;Agristo NV;10310;Vervaardiging van aardappelproducten;129323;400477;pub_0216;Voedings- en genotmiddelenindustrie;38698;naverbrander;129358;400360;P;11.0;;;;0.78;270.0;0.0;0.222;0.074;16624251.78;129358;400359;129323;400476
494;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T100201;SBI 10-12 (per bedrijf): Voedings- & genotmiddelenindustrie;49033;Agristo NV;10310;Vervaardiging van aardappelproducten;129323;400477;pub_0216;Voedings- en genotmiddelenindustrie;45477;Stoomketel Callens;129358;400360;P;11.0;;;;7857.0;;;;0.419216;7374554.17;129358;400359;129323;400476
495;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T101100;SBI 20.1 (per bedrijf): Vervaardiging van chemische basisproducten;51101;Eastman Chemical Middelburg BV;20160;Vervaardiging van kunststof in primaire vorm;33940;390952;pub_0301;Chemische Industrie basisproducten;38043;Hotoil units 2 (B-1915);34190;391065;P;10.0;;;;0.2;50.0;50.0;10.0;0.488;2850000.0;34190;391064;33940;390951
496;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T100201;SBI 10-12 (per bedrijf): Voedings- & genotmiddelenindustrie;62009;FrieslandCampina Butter (Lochem);10510;Vervaardiging van zuivelproducten (geen consumptie-ijs);226100;464540;pub_0216;Voedings- en genotmiddelenindustrie;46809;Gaskachel toren 4;225994;464518;P;12.0;;;;1.0;;;;0.23;2243861.0;225994;464517;226100;464539
497;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T104702;SBI 24.45 (per bedrijf) Vervaardiging van overige non-ferrometalen, aluminium;43856;Sapa Profiles NL BV (Drunen);24420;Vervaardiging van aluminium;138700;411500;pub_0201;Basismetaal;38315;Cometals (EX6 + EX7);138700;411500;P;12.0;;;;0.02;300.0;9500.0;190.0;0.0195541666666667;73800.0;138700;411499;138700;411499
498;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T104201;SBI 38.2 (per bedrijf): Afvalinzameling/beh, AVI's;44009;Attero BV (Moerdijk);38210;Behandeling van onschadelijk afval;99289;410805;pub_0901;AVI's;41712;Lijn 1;99293;410804;P;80.0;;;;3.94;120.0;12.0;49.0;6.795;255244027.52;99293;410803;99289;410804
499;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T101100;SBI 20.1 (per bedrijf): Vervaardiging van chemische basisproducten;81202;Aliancys Nederland B.V.;20160;Vervaardiging van kunststof in primaire vorm;255180;523500;pub_0301;Chemische Industrie basisproducten;38599;Overigen (klimaatinstallatie, portier etc);255180;523500;P;5.0;;;;0.0;140.0;1.0;0.028;0.005;127557.6657;255180;523499;255180;523499
500;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T101100;SBI 20.1 (per bedrijf): Vervaardiging van chemische basisproducten;81202;Aliancys Nederland B.V.;20160;Vervaardiging van kunststof in primaire vorm;255180;523500;pub_0301;Chemische Industrie basisproducten;38600;Stoomketel Snb II;255160;523500;P;10.0;;;;0.0;200.0;0.0;0.079;0.019;417000.0;255160;523499;255180;523499
501;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T101100;SBI 20.1 (per bedrijf): Vervaardiging van chemische basisproducten;81202;Aliancys Nederland B.V.;20160;Vervaardiging van kunststof in primaire vorm;255180;523500;pub_0301;Chemische Industrie basisproducten;38601;Stoomketel Snb III;255180;523500;P;12.0;;;;0.0;200.0;0.0;0.073;0.018;234000.0;255180;523499;255180;523499
502;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T101100;SBI 20.1 (per bedrijf): Vervaardiging van chemische basisproducten;81202;Aliancys Nederland B.V.;20160;Vervaardiging van kunststof in primaire vorm;255180;523500;pub_0301;Chemische Industrie basisproducten;38602;Thermisch oliefornuis Snb III;255180;523500;P;17.0;;;;0.5;250.0;1.0;0.5;0.153;2330000.0;255180;523499;255180;523499
503;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T108500;SBI 35 (per bedrijf): Productie en distributie van elektriciteit en gas;24002;Nuon Power Generation BV (Diemen);35111;Productie van elektriciteit door thermische, kern- en warmtekrachtcentrales;130055;483500;pub_0503;Opwekking electriciteit;43339;Divers, overig, diffuus;130055;483500;P;5.0;;;;0.0;;;;0.0;16379.0;130055;483499;130055;483499
504;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T108500;SBI 35 (per bedrijf): Productie en distributie van elektriciteit en gas;24002;Nuon Power Generation BV (Diemen);35111;Productie van elektriciteit door thermische, kern- en warmtekrachtcentrales;130055;483500;pub_0503;Opwekking electriciteit;45575;Hulpketel DM 34;130057;483504;P;60.0;;;;1.6;196.0;1.0;1.0;0.236;476390.0;130057;483503;130055;483499
505;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T108502;SBI 35.12 (per bedrijf): Transportnet voor aardgas;114747;Gasunie LNG;35120;Beheer en exploitatie van transportnetten voor elektriciteit, aardgas en warm water;64259;440368;pub_0502;Olie- gaswinning land;39531;Divers, overig, diffuus;64259;440368;P;5.0;;;;;;;;0.0;9861.0;64259;440367;64259;440367
506;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T108502;SBI 35.12 (per bedrijf): Transportnet voor aardgas;114747;Gasunie LNG;35120;Beheer en exploitatie van transportnetten voor elektriciteit, aardgas en warm water;64259;440368;pub_0502;Olie- gaswinning land;44606;Flare K202;64369;440218;P;1.0;;;;0.05;;;;0.001;423155.0;64369;440217;64259;440367
507;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T108502;SBI 35.12 (per bedrijf): Transportnet voor aardgas;114747;Gasunie LNG;35120;Beheer en exploitatie van transportnetten voor elektriciteit, aardgas en warm water;64259;440368;pub_0502;Olie- gaswinning land;45121;verwarmingsketels;64291;440381;P;19.0;;;;1.0;;;;0.01;234000.0;64291;440380;64259;440367
508;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T108500;SBI 35 (per bedrijf): Productie en distributie van elektriciteit en gas;114757;Eurogen CV;35111;Productie van elektriciteit door thermische, kern- en warmtekrachtcentrales;77212;433504;pub_0503;Opwekking electriciteit;34879;KETELB;77212;433504;P;35.0;;;;12.0;140.0;16.0;193.5;31.802;176311258.0;77212;433503;77212;433503
509;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T100201;SBI 10-12 (per bedrijf): Voedings- & genotmiddelenindustrie;114758;Farm Dairy;10510;Vervaardiging van zuivelproducten (geen consumptie-ijs);158900;501300;pub_0216;Voedings- en genotmiddelenindustrie;45018;schoorsteen;158900;501299;P;12.0;;;;2.826;192.0;0.0;1.18;0.0;1860000.0;158900;501298;158900;501299
510;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T107000;SBI 38.3 (per bedrijf): Voorbereiding tot recycling;114814;Recycling Kombinatie Bouw- en Sloopafval Rotterdam;38320;Gesorteerd materiaal voorbereiden tot recycling;82415;433874;pub_0904;Overige afvalbedrijven;38848;Schoorsteen TR1;82415;433874;P;40.0;;;;3.8;60.49;11.0;40.63;2.53;20601263.0;82415;433873;82415;433873
511;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T101100;SBI 20.1 (per bedrijf): Vervaardiging van chemische basisproducten;1104;Solvay Chemie BV;20149;Vervaardiging van organische basischemicaliën (geen petrochemische producten);194887;353181;pub_0301;Chemische Industrie basisproducten;35287;Schoorsteen stoomketel 9;194710;353150;P;12.0;;;;0.39;;;;0.171;2204496.0;194710;353149;194887;353180
512;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T105100;SBI 10.3 (per bedrijf): Groente- en fruitverwerking;62925;Aviko BV;10310;Vervaardiging van aardappelproducten;210103;453484;pub_0216;Voedings- en genotmiddelenindustrie;37474;emissie punt koelinstallatie's;210103;453484;P;0.0;;;;0.0;;;;0.0;1350.0;210103;453483;210103;453483
513;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T102300;SBI 24.4/24.5 (per bedrijf): Basismetaalindustrie, vervaardiging van non-ferro metalen en gieten van metalen;3513;MGG Netherlands BV;24530;Gieten van lichte metalen;207290;372300;pub_0201;Basismetaal;44227;Gehele bedrijf;207290;372300;P;14.0;;;;0.0;;;;0.1;1096826.0;207290;372299;207290;372299
514;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T108500;SBI 35 (per bedrijf): Productie en distributie van elektriciteit en gas;4001;RWE Generation NL B.V.;35111;Productie van elektriciteit door thermische, kern- en warmtekrachtcentrales;191379;351797;pub_0503;Opwekking electriciteit;44571;Schoorsteen Claus C3;191673;351798;P;75.0;;;;38.5;80.0;14.0;520.0;45.402;383000000.0;191673;351797;191379;351796
515;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T102700;SBI 20.15 (per bedrijf): Vervaardiging van kunstmeststoffen en stikstofverbindingen;51102;Rosier Nederland B.V.;20150;Vervaardiging van kunstmeststoffen en stikstofverbindingen;44106;360296;pub_0303;Chemische Industrie kunstmeststoffen;38834;Stoomketel (bron 1.1);44106;360296;P;16.0;;;;0.64;;;;0.2;4429322.0;44106;360295;44106;360295
516;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T100201;SBI 10-12 (per bedrijf): Voedings- & genotmiddelenindustrie;62925;Aviko BV;10310;Vervaardiging van aardappelproducten;210103;453484;pub_0216;Voedings- en genotmiddelenindustrie;44587;ketel 6;210125;453550;P;16.0;;;;0.5;130.0;66.0;33.0;5.0;4790000.0;210125;453549;210103;453483
517;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T100201;SBI 10-12 (per bedrijf): Voedings- & genotmiddelenindustrie;62925;Aviko BV;10310;Vervaardiging van aardappelproducten;210103;453484;pub_0216;Voedings- en genotmiddelenindustrie;44588;ketel 7;210117;453560;P;16.0;;;;0.5;230.0;2.0;1.0;0.28;920000.0;210117;453559;210103;453483
518;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T102300;SBI 24.4/24.5 (per bedrijf): Basismetaalindustrie, vervaardiging van non-ferro metalen en gieten van metalen;63504;Gieterij Doesburg BV;24510;Gieten van ijzer;206112;447069;pub_0201;Basismetaal;41903;Divers, overig, diffuus;206112;447069;P;5.0;;;;0.0;;;;0.0;84051.0;206112;447068;206112;447068
519;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T102300;SBI 24.4/24.5 (per bedrijf): Basismetaalindustrie, vervaardiging van non-ferro metalen en gieten van metalen;63504;Gieterij Doesburg BV;24510;Gieten van ijzer;206112;447069;pub_0201;Basismetaal;41908;Kernmakerij droogstoof 7;206112;447069;P;9.0;;;;0.05;80.0;9.0;0.45;0.039;26590.0;206112;447068;206112;447068
520;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T103900;SBI 49-53 (per bedrijf): Transport, communicatie;11090;Odfjell Terminals (Rotterdam) BV;52101;Opslag in tanks;81505;432967;pub_1201;Energiegebruik en processen Handel, Diensten en Overheid (HDO);45070;Gebouw AWZI;80910;433370;P;4.0;;;;1.0;80.0;0.0;0.02;0.002;9330.0;80910;433369;81505;432966
521;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T108500;SBI 35 (per bedrijf): Productie en distributie van elektriciteit en gas;201986;Eneco (Kanaalweg);35120;Beheer en exploitatie van transportnetten voor elektriciteit, aardgas en warm water;135834;454542;pub_0503;Opwekking electriciteit;44443;Gehele bedrijf;135834;454542;P;40.0;;;;5.3;;;;0.001;93.5;135834;454541;135834;454541
522;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T106200;SBI 25 (per bedrijf): Metaalproductenindustrie (exclusief machinebouw);63643;Veco B.V.;25620;Algemene metaalbewerking;200200;456300;pub_0210;Metaalelektro;45059;Stookinstallatie;200279;456311;P;9.0;;;;0.6;200.0;4167.0;2500.0;603.474;1030000.0;200279;456310;200200;456299
523;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T106200;SBI 25 (per bedrijf): Metaalproductenindustrie (exclusief machinebouw);63669;Coatinc Anox BV;25610;Oppervlaktebehandeling en bekleding van metaal;161100;455000;pub_0210;Metaalelektro;43931;Divers, overig, diffuus;161100;455000;P;5.0;;;;;;;;0.0;155815.1972;161100;454999;161100;454999
524;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T101100;SBI 20.1 (per bedrijf): Vervaardiging van chemische basisproducten;41102;Allnex Netherlands B.V.;20160;Vervaardiging van kunststof in primaire vorm;77249;391375;pub_0301;Chemische Industrie basisproducten;37462;AVI;77300;391350;P;20.0;;;;0.1;;;;0.429;3491387.0;77300;391349;77249;391374
525;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T101100;SBI 20.1 (per bedrijf): Vervaardiging van chemische basisproducten;51104;Dow Benelux BV (Hoek);20141;Vervaardiging van petrochemische producten;43193;373788;pub_0301;Chemische Industrie basisproducten;38445;DTF 530 EPE;43478;373650;P;30.0;;;;3.24;;;;0.021;21461951.575;43478;373649;43193;373787
526;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T104201;SBI 38.2 (per bedrijf): Afvalinzameling/beh, AVI's;64004;AVR Afvalverwerking BV (Duiven);38210;Behandeling van onschadelijk afval;197134;442636;pub_0901;AVI's;38075;AVI-3;197134;442636;P;90.0;;;;2.54;70.9;12.0;30.5;2.307;157249472.0;197134;442635;197134;442635
527;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T102100;SBI 17.1 (per bedrijf): Vervaardiging van papierpulp, papier en karton;64360;Parenco B.V.;17121;Vervaardiging van grafisch papier en karton;178450;442450;pub_0211;Papier(waren);34768;Divers, overig, diffuus;178450;442450;P;5.0;;;;0.0;;;;0.0;4481922.341;178450;442449;178450;442449
528;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T108400;SBI 30.1 (per bedrijf): Scheepsbouw;202935;Alblasserdam Yachtbuilding B.V. (Oceanco);30120;Bouw van sport- en recreatievaartuigen;104638;430413;pub_0210;Metaalelektro;46805;Spuitloods;104870;430211;P;10.0;;;;0.2;14.0;5.0;1.0;0.003;122000.0;104870;430210;104638;430412
529;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T102201;SBI 19.201 (per bedrijf): Aardolieraffinage;202992;Biopetrol Rotterdam BV;19201;Aardolieraffinage;80191;433416;pub_0401;Raffinage en verwerking;38682;Thermische olieverhitters;80191;433416;P;22.0;;;;0.13;;;;1.0;2817604.0;80191;433415;80191;433415
530;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T108500;SBI 35 (per bedrijf): Productie en distributie van elektriciteit en gas;12149;Uniper Centrale Maasvlakte;35111;Productie van elektriciteit door thermische, kern- en warmtekrachtcentrales;61481;442057;pub_0503;Opwekking electriciteit;8790;Stack MPP3;61340;442505;P;175.0;;;;73.9;46.02;9.0;634.0;27.694;3922903552.999996;61340;442504;61481;442056
531;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T108500;SBI 35 (per bedrijf): Productie en distributie van elektriciteit en gas;12151;Uniper HWC Blekerstraat;35111;Productie van elektriciteit door thermische, kern- en warmtekrachtcentrales;92648;436763;pub_0503;Opwekking electriciteit;38432;HK1/HK2;92648;436763;P;40.0;;;;2.2;200.0;12.0;25.3;6.107;26308.8;92648;436762;92648;436762
532;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T108502;SBI 35.12 (per bedrijf): Transportnet voor aardgas;41502;Gasunie (Ravenstein);35120;Beheer en exploitatie van transportnetten voor elektriciteit, aardgas en warm water;173928;421577;pub_0502;Olie- gaswinning land;37184;2-4 DLS-HVA16;173928;421577;P;15.0;;;;0.2;398.0;21.0;4.12;2.042;33147.0;173928;421576;173928;421576
533;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T104201;SBI 38.2 (per bedrijf): Afvalinzameling/beh, AVI's;41521;Afvalstoffen Terminal Moerdijk BV (ATM);38220;Behandeling van schadelijk afval;100541;411967;pub_0901;AVI's;41918;Divers, overig, diffuus;100541;411967;P;30.0;;;;;;;;0.0;4200870.0;100541;411966;100541;411966
534;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T102501;SBI 20.141 (per bedrijf): Vervaardiging van petrochemische producten;51104;Dow Benelux BV (Hoek);20141;Vervaardiging van petrochemische producten;43193;373788;pub_0301;Chemische Industrie basisproducten;38469;OPEN TERREIN ETHYLEEN-1;43030;374080;P;5.0;;;;0.0;;;;0.001;12484854.5;43030;374079;43193;373787
535;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T101100;SBI 20.1 (per bedrijf): Vervaardiging van chemische basisproducten;51104;Dow Benelux BV (Hoek);20141;Vervaardiging van petrochemische producten;43193;373788;pub_0301;Chemische Industrie basisproducten;38483;STACK BA-101 T/M BA-102 LE1;42966;373982;P;62.0;;;;2.0;;;;0.138;41553240.0;42966;373981;43193;373787
536;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T101100;SBI 20.1 (per bedrijf): Vervaardiging van chemische basisproducten;51104;Dow Benelux BV (Hoek);20141;Vervaardiging van petrochemische producten;43193;373788;pub_0301;Chemische Industrie basisproducten;38495;STACK BA109 LE3;42619;373957;P;62.0;;;;3.24;;;;0.293;58343581.0;42619;373956;43193;373787
537;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T101702;SBI 20.5 (per bedrijf): Overige chemische producten;200664;Smit & Zoon BV;20590;Vervaardiging van overige chemische producten n.e.g.;152700;465019;pub_0304;Chemische Industrie overig;39468;Schoorsteen droger SD42;152700;465019;P;21.0;;;;0.44;70.0;5.0;2.24658;0.0;362656.32;152700;465018;152700;465018
538;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T101702;SBI 20.5 (per bedrijf): Overige chemische producten;201172;Smit & Zoon;20590;Vervaardiging van overige chemische producten n.e.g.;132205;480475;pub_0304;Chemische Industrie overig;45570;Heetwaterketel;132266;480425;P;10.0;;;;0.0314;141.0;8.0;0.239;0.0;378879.0;132266;480424;132205;480474
539;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T108500;SBI 35 (per bedrijf): Productie en distributie van elektriciteit en gas;201304;Biomassacentrale Moerdijk;35113;Productie van elektriciteit door zonnecellen, warmtepompen en waterkracht;99292;411125;pub_0503;Opwekking electriciteit;35317;Schoorsteen rookgasreinigingsinstallatie;99047;411333;P;50.0;;;;5.7;128.1;11.0;62.77;9.357;325913224.0;99047;411332;99292;411124
540;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T101702;SBI 20.5 (per bedrijf): Overige chemische producten;21304;Givaudan Nederland BV (Naarden);20530;Vervaardiging van etherische oliën;141030;478690;pub_0304;Chemische Industrie overig;8103;Overige stookinstallaties;141019;478549;P;10.0;;;;0.02;;;;0.001;1500000.0;141019;478548;141030;478689
541;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T101702;SBI 20.5 (per bedrijf): Overige chemische producten;21304;Givaudan Nederland BV (Naarden);20530;Vervaardiging van etherische oliën;141030;478690;pub_0304;Chemische Industrie overig;35583;Schoorsteen stoomketels;141030;478690;P;22.0;;;;0.45;;;;1.0;2890000.0;141030;478689;141030;478689
