;DATASET;EMISSIEJAAR;STOFCODE;STOF;CODE_EMISSIEOORZAAK;EMISSIEOORZAAK;CODE_BEDRIJF;NAAM_BEDRIJF;SBI_CODE;SBI;XCO_BEDRIJF;YCO_BEDRIJF;IDG_CODE;IDG_NAAM;EMISSIEPUNT_CODE;EMISSIEPUNT_NAAM;XCO_EMISSIEPUNT;YCO_EMISSIEPUNT;TYPE;HOOGTE;LENGTE;BREEDTE;HOEK;UITSTROOMOPENING_M2;TEMPERATUUR;UITTREEDSNELHEID;VOLUMESTROOM;WARMTEINHOUD;EMISSIE;XCO_EMISSIEPUNT_HARM;YCO_EMISSIEPUNT_HARM;XCO_BEDRIJF_HARM;YCO_BEDRIJF_HARM
1888;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T108500;SBI 35 (per bedrijf): Productie en distributie van elektriciteit en gas;203411;Air Liquide Pergen VOF;35111;Productie van elektriciteit door thermische, kern- en warmtekrachtcentrales;84800;433523;pub_0503;Opwekking electriciteit;38300;50% GT1 +  HRSG 1A;84763;433491;P;65.0;;;;18.1;;;;20.4;289880991.0;84763;433490;84800;433522
1889;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T108500;SBI 35 (per bedrijf): Productie en distributie van elektriciteit en gas;203411;Air Liquide Pergen VOF;35111;Productie van elektriciteit door thermische, kern- en warmtekrachtcentrales;84800;433523;pub_0503;Opwekking electriciteit;38301;50% GT1 + HRSG 1B;84782;433494;P;65.0;;;;18.1;;;;20.0;289928338.0;84782;433493;84800;433522
1890;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T104201;SBI 38.2 (per bedrijf): Afvalinzameling/beh, AVI's;203496;Reststoffen Energie Centrale (REC);38210;Behandeling van onschadelijk afval;157800;578200;pub_0901;AVI's;41802;Schoorsteen;157800;578200;P;44.0;;;;5.0;154.0;12.0;59.0;10.757;318000000.0;157800;578199;157800;578199
1891;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T108500;SBI 35 (per bedrijf): Productie en distributie van elektriciteit en gas;203505;Maasstroom Energie CV;35111;Productie van elektriciteit door thermische, kern- en warmtekrachtcentrales;83747;433987;pub_0503;Opwekking electriciteit;38368;GT 20 + HRSG;83740;433944;P;65.0;;;;37.0;82.0;13.0;492.0;44.221;423584300.0;83740;433943;83747;433986
1892;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T104706;SBI 24.45 (per bedrijf) Vervaardiging van overige non-ferrometalen, zink;43013;Nyrstar Budel BV;24430;Vervaardiging van lood, zink en tin;169900;361000;pub_0201;Basismetaal;38979;ontluchting logings- en zuiveringsvaten (emissiepunt 10);169900;361000;P;17.0;;;;0.28;60.0;;28.78;1.68363;547720.0;169900;360999;169900;360999
1893;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T104706;SBI 24.45 (per bedrijf) Vervaardiging van overige non-ferrometalen, zink;43013;Nyrstar Budel BV;24430;Vervaardiging van lood, zink en tin;169900;361000;pub_0201;Basismetaal;38989;Schoorsteen Zwavelzuurfabriek (emissiepunt 2);169900;361000;P;68.0;;;;2.4;66.0;13.0;30.09;2.086;6189253.0;169900;360999;169900;360999
1894;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T106200;SBI 25 (per bedrijf): Metaalproductenindustrie (exclusief machinebouw);43024;Nedschroef Helmond BV;25940;Vervaardiging van bouten, schroeven en moeren;173329;388200;pub_0210;Metaalelektro;45876;Stookinstallatie 2;173329;388200;P;7.0;;;;0.07;189.0;5.0;0.315;0.072;305212.454775;173329;388199;173329;388199
1895;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T101100;SBI 20.1 (per bedrijf): Vervaardiging van chemische basisproducten;10003;DSM Resins BV;20160;Vervaardiging van kunststof in primaire vorm;70183;442535;pub_0301;Chemische Industrie basisproducten;38950;Desotech F-833;70210;442560;P;20.0;;;;0.07;;;;0.0465;155978.0;70210;442559;70183;442534
1896;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T101100;SBI 20.1 (per bedrijf): Vervaardiging van chemische basisproducten;10003;DSM Resins BV;20160;Vervaardiging van kunststof in primaire vorm;70183;442535;pub_0301;Chemische Industrie basisproducten;38953;Overige kleine stookinstallaties;70210;442560;P;17.0;;;;0.0;;;;0.03925;226967.0;70210;442559;70183;442534
1897;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T101100;SBI 20.1 (per bedrijf): Vervaardiging van chemische basisproducten;10066;Kemira Chemicals BV;20149;Vervaardiging van organische basischemicaliën (geen petrochemische producten);72350;437418;pub_0301;Chemische Industrie basisproducten;38857;U4 Stoomketel SG-1228;72350;437418;P;9.0;;;;0.18;260.0;1.0;0.179;0.057;6400000.0;72350;437417;72350;437417
1898;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T103900;SBI 49-53 (per bedrijf): Transport, communicatie;10069;Standic BV;52101;Opslag in tanks;103000;422400;pub_1201;Energiegebruik en processen Handel, Diensten en Overheid (HDO);42666;Schoorsteen Stoomketel;103000;422400;P;14.0;;;;0.28;56.0;1.0;0.3442;0.019;1551866.0;103000;422399;103000;422399
1899;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T102102;SBI 23 (per bedrijf): Bouwmaterialen- en glasindustrie;101405;Electric Glass Fiber NL BV;23140;Vervaardiging van glasvezels;241450;577380;pub_0203;Bouwmaterialenindustrie;42699;diverse kleine installaties;241450;577380;P;12.0;;;;0.0;;;;0.048;785970.0;241450;577379;241450;577379
1900;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T101100;SBI 20.1 (per bedrijf): Vervaardiging van chemische basisproducten;101407;Zeolyst CV;20130;Vervaardiging van overige anorganische basischemicaliën;261647;592403;pub_0301;Chemische Industrie basisproducten;46979;ringdroger 6701;261647;592403;P;20.0;;;;0.36;;;;0.014;21877.0;261647;592402;261647;592402
1901;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T101100;SBI 20.1 (per bedrijf): Vervaardiging van chemische basisproducten;203825;Linde Gas Benelux BV;20110;Vervaardiging van industriële gassen;204514;451908;pub_0301;Chemische Industrie basisproducten;39739;Divers, overig, diffuus;204514;451908;P;5.0;;;;;;;;0.0;40398.0;204514;451907;204514;451907
1902;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T101100;SBI 20.1 (per bedrijf): Vervaardiging van chemische basisproducten;204488;Cumapol Emmen BV;20160;Vervaardiging van kunststof in primaire vorm;257552;533045;pub_0301;Chemische Industrie basisproducten;42820;Bertrams fornuizen;257552;533045;P;40.0;;;;24.0;183.0;41.0;972.0;0.058968;643000.0;257552;533044;257552;533044
1903;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T108502;SBI 35.12 (per bedrijf): Transportnet voor aardgas;204522;Ondergrondse aardgasopslag Zuidwending;35120;Beheer en exploitatie van transportnetten voor elektriciteit, aardgas en warm water;258576;567374;pub_0502;Olie- gaswinning land;37170;glycol regenerator;258576;567374;P;10.0;;;;0.0;;;;0.18;127009.782059242;258576;567373;258576;567373
1904;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T107600;SBI 01 (per bedrijf): Landbouw, jacht en dienstverlening voor de landbouw en jacht;204609;Leo Hoogweg BV;1134;Teelt van aardappels en overige wortel- en knolgewassen;187950;528503;pub_0105;Landbouwbedrijven;36490;Ketel;187950;528503;P;15.0;;;;1.27;41.0;10.0;13.22;0.492;45221.0;187950;528502;187950;528502
1905;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T107600;SBI 01 (per bedrijf): Landbouw, jacht en dienstverlening voor de landbouw en jacht;204609;Leo Hoogweg BV;1134;Teelt van aardappels en overige wortel- en knolgewassen;187950;528503;pub_0105;Landbouwbedrijven;36491;WKK;187950;528503;P;15.0;;;;2.27;25.0;18.0;40.0;0.668;515506.0;187950;528502;187950;528502
1906;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T108500;SBI 35 (per bedrijf): Productie en distributie van elektriciteit en gas;204957;Eneco Solar, Bio & Hydro BV, WKC Ypenburg;35120;Beheer en exploitatie van transportnetten voor elektriciteit, aardgas en warm water;85471;452540;pub_0503;Opwekking electriciteit;45532;Ketel 4, 5 schoorsteen;85455;452580;P;20.0;;;;0.28;100.0;17.0;4.8;0.542;962786.0;85455;452579;85471;452539
1907;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T108500;SBI 35 (per bedrijf): Productie en distributie van elektriciteit en gas;204957;Eneco Solar, Bio & Hydro BV, WKC Ypenburg;35120;Beheer en exploitatie van transportnetten voor elektriciteit, aardgas en warm water;85471;452540;pub_0503;Opwekking electriciteit;45537;WKK 5 schoorsteen;85455;452580;P;20.0;;;;0.28;110.0;;2.4;0.2964;5708791.0;85455;452579;85471;452539
1908;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T106200;SBI 25 (per bedrijf): Metaalproductenindustrie (exclusief machinebouw);205183;Van Merksteijn International BV;25930;Vervaardiging van artikelen van draad en van kettingen en veren;238760;487181;pub_0210;Metaalelektro;45639;Zinklijn;238650;487314;P;9.0;;;;0.28;;;;0.001;1383512.0;238650;487313;238760;487180
1909;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T102201;SBI 19.201 (per bedrijf): Aardolieraffinage;21010;Sonneborn Refined Products BV (Amsterdam);19201;Aardolieraffinage;116857;489691;pub_0401;Raffinage en verwerking;43048;C1 Stoomketel gasgestookt;116830;489690;P;15.0;;;;0.0;140.0;;2.8;0.46;2276410.425;116830;489689;116857;489690
1910;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T101702;SBI 20.5 (per bedrijf): Overige chemische producten;21101;Albemarle Catalysts Company B.V.;20590;Vervaardiging van overige chemische producten n.e.g.;124570;488620;pub_0304;Chemische Industrie overig;7554;FCC-proces;124110;488860;P;30.0;;;;0.0;60.0;;15.3;0.943;30709567.0;124110;488859;124570;488619
1911;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T101702;SBI 20.5 (per bedrijf): Overige chemische producten;21101;Albemarle Catalysts Company B.V.;20590;Vervaardiging van overige chemische producten n.e.g.;124570;488620;pub_0304;Chemische Industrie overig;7556;KL-105;124190;488840;P;25.0;;;;0.0;200.0;0.0;0.035;0.008;46300.0;124190;488839;124570;488619
1912;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T106100;SBI 22.2 (per bedrijf): Vervaardiging van producten van kunststof;44301;Schut Flexible Packaging;22220;Vervaardiging van verpakkingsmiddelen van kunststof;101980;397880;pub_0213;Rubber- en kunstofverw. Industrie;36528;Naverbrander;101906;397932;P;12.0;;;;1.0;100.0;10.0;9.7;1.096;2022536.0;101906;397931;101980;397879
1913;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T102700;SBI 20.15 (per bedrijf): Vervaardiging van kunstmeststoffen en stikstofverbindingen;9003;Everris International BV;20150;Vervaardiging van kunstmeststoffen en stikstofverbindingen;198043;318361;pub_0303;Chemische Industrie kunstmeststoffen;14639;Stacks Incinerators;198043;318361;P;12.0;;;;9.0;687.0;1.0;6.93;6.006;9023000.0;198043;318360;198043;318360
1914;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T106100;SBI 22.2 (per bedrijf): Vervaardiging van producten van kunststof;24605;Forbo Flooring BV;22230;Vervaardiging van kunststofproducten voor de bouw;112868;500232;pub_0213;Rubber- en kunstofverw. Industrie;45658;ep  B5-1-2;113133;500651;P;22.0;;;;0.49;28.0;5.0;2.5;0.051;277086.88;113133;500650;112868;500231
1915;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T100600;SBI 17 (per bedrijf): Vervaardiging van papier, karton en papier- en kartonwaren;24606;BN International BV;17240;Vervaardiging van behangselpapier;145000;479450;pub_0211;Papier(waren);35414;Schoorsteen 3;145000;479450;P;35.0;;;;1.54;144.0;3.0;5.11;0.866;1181948.0;145000;479449;145000;479449
1916;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T104702;SBI 24.45 (per bedrijf) Vervaardiging van overige non-ferrometalen, aluminium;10064;Almatis BV;24420;Vervaardiging van aluminium;75900;433620;pub_0201;Basismetaal;38860;Cementproductie;75970;433550;P;40.0;;;;0.0;170.0;;3.61;0.732;7588495.0;75970;433549;75900;433619
1917;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T101100;SBI 20.1 (per bedrijf): Vervaardiging van chemische basisproducten;10698;Croda;20149;Vervaardiging van organische basischemicaliën (geen petrochemische producten);108400;446500;pub_0301;Chemische Industrie basisproducten;38703;791 HTO-oven DTD;108439;446646;P;22.0;;;;0.13;222.0;2.0;0.23;0.062;405132.0;108439;446645;108400;446499
1918;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T108500;SBI 35 (per bedrijf): Productie en distributie van elektriciteit en gas;94003;GDF SUEZ Centrale Bergum;35111;Productie van elektriciteit door thermische, kern- en warmtekrachtcentrales;197930;580516;pub_0503;Opwekking electriciteit;36097;Divers, overig, diffuus;197930;580516;P;5.0;;;;0.0;;;;0.0;387847.0;197930;580515;197930;580515
1919;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T101100;SBI 20.1 (per bedrijf): Vervaardiging van chemische basisproducten;94706;BASF Nederland B.V. (Nijehaske);20160;Vervaardiging van kunststof in primaire vorm;188750;553750;pub_0301;Chemische Industrie basisproducten;40754;Verwarmingsinstallatie Additieven;188750;553750;P;10.0;;;;0.07;138.0;1.0;0.04;0.006;308000.0;188750;553749;188750;553749
1920;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T102202;SBI 24.1-24.3 (per bedrijf): Basismetaalindustrie, verwerking en vervaardiging ijzer en staal;23301;Tata Steel IJmuiden BV;24100;Vervaardiging van ijzer en staal en van ferrolegeringen;100985;499055;pub_0201;Basismetaal;44786;ENB12;101900;498860;P;40.0;;;;4.90625;;;;11.794;193597689.4416862;101900;498859;100985;499054
1921;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T100201;SBI 10-12 (per bedrijf): Voedings- & genotmiddelenindustrie;10728;Cargill B.V.;10410;Vervaardiging van plantaardige en dierlijke oliën en vetten (geen margarine en andere spijsvetten);78989;433152;pub_0216;Voedings- en genotmiddelenindustrie;42527;Schoorsteen stoomketel F-510;78000;434124;P;10.0;;;;0.06;;;;0.697;269443.0;78000;434123;78989;433151
1922;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T100201;SBI 10-12 (per bedrijf): Voedings- & genotmiddelenindustrie;10728;Cargill B.V.;10410;Vervaardiging van plantaardige en dierlijke oliën en vetten (geen margarine en andere spijsvetten);78989;433152;pub_0216;Voedings- en genotmiddelenindustrie;42530;Schoorsteen stoomketel F-540;78000;434125;P;26.0;;;;0.2;;;;1.744;823656.0;78000;434124;78989;433151
1923;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T104300;SBI 23.32 (per bedrijf): Vervaardiging van bakstenen en dakpannen;10789;Monier BV (Woerden);23320;Vervaardiging van keramische producten voor de bouw (geen tegels en plavuizen);119600;455350;pub_0203;Bouwmaterialenindustrie;41730;ovens;119600;455350;P;40.0;;;;36.0;110.0;12.0;43.4;5.461;868699.096500002;119600;455349;119600;455349
1924;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T102202;SBI 24.1-24.3 (per bedrijf): Basismetaalindustrie, verwerking en vervaardiging ijzer en staal;10793;Tata Steel Nederland Tubes BV (Zwijndrecht);24200;Vervaardiging van stalen buizen, pijpen, holle profielen en fittings daarvoor;102384;424379;pub_0201;Basismetaal;11468;Vervaardiging van gelaste stalen buizen, koud gevormd en evt. voorzien van een conserveringslaag;102386;424459;P;10.0;;;;0.0;40.0;;0.27;0.01;827792.0000000001;102386;424458;102384;424378
1925;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T100201;SBI 10-12 (per bedrijf): Voedings- & genotmiddelenindustrie;102001;FrieslandCampina Bedum;10510;Vervaardiging van zuivelproducten (geen consumptie-ijs);235710;592080;pub_0216;Voedings- en genotmiddelenindustrie;46760;Afvoer toren 4;235710;592080;P;45.0;;;;0.0;;;;0.67;20368837.255825;235710;592079;235710;592079
1926;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T108500;SBI 35 (per bedrijf): Productie en distributie van elektriciteit en gas;104001;ENGIE Energie Nederland NV (Eemscentrale);35111;Productie van elektriciteit door thermische, kern- en warmtekrachtcentrales;254265;606627;pub_0503;Opwekking electriciteit;42517;EC7;254265;606627;P;67.0;;;;39.0;90.0;16.0;616.0;61.693;233176492.0;254265;606626;254265;606626
1927;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T100600;SBI 17 (per bedrijf): Vervaardiging van papier, karton en papier- en kartonwaren;104302;Solidus Solutions Board B.V. (Hoogkerk);17121;Vervaardiging van grafisch papier en karton;229850;581350;pub_0211;Papier(waren);42689;Divers, overig, diffuus;229850;581350;P;5.0;;;;0.0;;;;0.0;108128.0;229850;581349;229850;581349
1928;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T100600;SBI 17 (per bedrijf): Vervaardiging van papier, karton en papier- en kartonwaren;104304;ESKA Graphic Board BV (Hoogezand);17122;Vervaardiging van papier en karton voor verpakking;246200;575950;pub_0211;Papier(waren);42497;Divers, overig, diffuus;246200;575950;P;5.0;;;;0.0;;;;0.0;163188.9999999997;246200;575949;246200;575949
1929;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T100600;SBI 17 (per bedrijf): Vervaardiging van papier, karton en papier- en kartonwaren;104305;ESKA Graphic Board BV (Sappemeer);17122;Vervaardiging van papier en karton voor verpakking;249900;575960;pub_0211;Papier(waren);42493;Schoorsteen Ketel 3;249880;576060;P;10.0;;;;1.0;150.0;6.0;6.0;1.063;5425018.0;249880;576059;249900;575959
1930;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T104201;SBI 38.2 (per bedrijf): Afvalinzameling/beh, AVI's;28091;HVC (Alkmaar);38210;Behandeling van onschadelijk afval;112698;513765;pub_0901;AVI's;42986;AVI lijn 1;112698;513765;P;80.0;;;;2.54;162.0;12.0;29.57;5.695;191600000.0;112698;513764;112698;513764
1931;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T104201;SBI 38.2 (per bedrijf): Afvalinzameling/beh, AVI's;28091;HVC (Alkmaar);38210;Behandeling van onschadelijk afval;112698;513765;pub_0901;AVI's;42989;AVI lijn 4;112698;513765;P;80.0;;;;4.15;60.0;11.0;45.45;2.801;242907000.0;112698;513764;112698;513764
1932;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T102102;SBI 23 (per bedrijf): Bouwmaterialen- en glasindustrie;4753;Rockwool B.V.;23990;Vervaardiging van niet-metaalhoudende minerale producten (geen schuur-, slijp- en polijstmiddelen);200915;353671;pub_0203;Bouwmaterialenindustrie;35001;Divers, overig, diffuus;200915;353671;P;5.0;;;;0.0;;;;0.0;567178.47615;200915;353670;200915;353670
1933;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T102102;SBI 23 (per bedrijf): Bouwmaterialen- en glasindustrie;44773;Saint Gobain Construction Products;23140;Vervaardiging van glasvezels;100624;397751;pub_0203;Bouwmaterialenindustrie;37438;Ovens glaswol/glasvlies;100680;397730;P;64.0;;;;4.3;185.5;1.0;5.0;1.114;17328295.0;100680;397729;100624;397750
1934;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T106100;SBI 22.2 (per bedrijf): Vervaardiging van producten van kunststof;104611;Schur Flexible Benelux BV;22220;Vervaardiging van verpakkingsmiddelen van kunststof;222100;575550;pub_0213;Rubber- en kunstofverw. Industrie;46822;1 gasgestookte luchtverhitter Kapteynlaan;220715;577402;P;12.0;;;;0.00785;;;;0.065;14072.3214606968;220715;577401;222100;575549
1935;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T105300;SBI 10.5 (per bedrijf): Zuivelindustrie;105007;FrieslandCampina Cheese Marum;10510;Vervaardiging van zuivelproducten (geen consumptie-ijs);213000;573000;pub_0216;Voedings- en genotmiddelenindustrie;42747;Divers, overig, diffuus;213000;573000;P;5.0;;;;0.0;;;;0.0;2700.0;213000;572999;213000;572999
1936;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T100201;SBI 10-12 (per bedrijf): Voedings- & genotmiddelenindustrie;10546;Bel Leerdammer BV (Schoonrewoerd);10510;Vervaardiging van zuivelproducten (geen consumptie-ijs);136450;437100;pub_0216;Voedings- en genotmiddelenindustrie;36403;Ketelhuis;136450;437100;P;9.0;;;;0.0;;;;0.075;2670000.0;136450;437099;136450;437099
1937;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T101100;SBI 20.1 (per bedrijf): Vervaardiging van chemische basisproducten;325;Lawter Maastricht BV;20149;Vervaardiging van organische basischemicaliën (geen petrochemische producten);177690;321395;pub_0301;Chemische Industrie basisproducten;38718;Verbrandingsoven incl. Nageschakelde Gaswasser;177580;321120;P;20.0;;;;0.39;67.0;3.0;1.225;0.087;1150000.0;177580;321119;177690;321394
1938;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T100600;SBI 17 (per bedrijf): Vervaardiging van papier, karton en papier- en kartonwaren;48024;SCA Tissue Nederland BV;17220;Vervaardiging van huishoudelijke en sanitaire papierwaren;187500;418200;pub_0211;Papier(waren);8352;Verwarming Magazijn Maashaven;187466;418561;P;10.0;;;;4.0;;;;0.001;119948.77;187466;418560;187500;418199
1939;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T100600;SBI 17 (per bedrijf): Vervaardiging van papier, karton en papier- en kartonwaren;48024;SCA Tissue Nederland BV;17220;Vervaardiging van huishoudelijke en sanitaire papierwaren;187500;418200;pub_0211;Papier(waren);39456;Noodfakkel anaerobe voorzuivering van afvalwater;187474;418272;P;20.0;;;;0.72;;;;0.0;56698.756;187474;418271;187500;418199
1940;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T100600;SBI 17 (per bedrijf): Vervaardiging van papier, karton en papier- en kartonwaren;48024;SCA Tissue Nederland BV;17220;Vervaardiging van huishoudelijke en sanitaire papierwaren;187500;418200;pub_0211;Papier(waren);39458;schoorsteen ketel 5;187391;418177;P;9.0;;;;0.35;220.0;4.0;1.274;0.34;188746.68;187391;418176;187500;418199
1941;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T100600;SBI 17 (per bedrijf): Vervaardiging van papier, karton en papier- en kartonwaren;48024;SCA Tissue Nederland BV;17220;Vervaardiging van huishoudelijke en sanitaire papierwaren;187500;418200;pub_0211;Papier(waren);45617;schoorsteen ketel 2 + 6;187377;418188;P;30.0;;;;2.24;120.0;1.0;1.537;0.213;7869242.799;187377;418187;187500;418199
1942;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T109000;SBI 16 (per bedrijf): Houtindustrie en vervaardiging van artikelen van hout, kurk, riet en vlechtwerk (geen meubels);48054;Van Swaay Hout Schijndel;16102;Verduurzamen van hout;161677;402051;pub_0206;Houtbewerkende industrie;36485;emissiepunt warmte opwekking;161677;402051;P;8.0;;;;0.05;;;;0.149;78000.0;161677;402050;161677;402050
1943;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T104706;SBI 24.45 (per bedrijf) Vervaardiging van overige non-ferrometalen, zink;48073;Nedzink BV;24430;Vervaardiging van lood, zink en tin;169850;360930;pub_0201;Basismetaal;34996;Novalijn;169850;360930;P;14.0;;;;0.12;;;;0.001;16737.786;169850;360929;169850;360929
1944;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T104706;SBI 24.45 (per bedrijf) Vervaardiging van overige non-ferrometalen, zink;48073;Nedzink BV;24430;Vervaardiging van lood, zink en tin;169850;360930;pub_0201;Basismetaal;34998;Warmwals;169850;360930;P;15.0;;;;0.38;;;;0.001;167377.86;169850;360929;169850;360929
1945;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T106200;SBI 25 (per bedrijf): Metaalproductenindustrie (exclusief machinebouw);43210;AHC Benelux B.V.;25610;Oppervlaktebehandeling en bekleding van metaal;158280;382800;pub_0210;Metaalelektro;46773;HT-ketel;158280;382800;P;5.0;;;;0.031;;;;0.001;290402.58;158280;382799;158280;382799
1946;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T106200;SBI 25 (per bedrijf): Metaalproductenindustrie (exclusief machinebouw);43210;AHC Benelux B.V.;25610;Oppervlaktebehandeling en bekleding van metaal;158280;382800;pub_0210;Metaalelektro;46775;LT-ketel 2;158280;382800;P;5.0;;;;0.008;;;;0.001;52123.54;158280;382799;158280;382799
1947;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T104702;SBI 24.45 (per bedrijf) Vervaardiging van overige non-ferrometalen, aluminium;5739;E-max Remelt;24420;Vervaardiging van aluminium;200842;321125;pub_0201;Basismetaal;36503;Schoorsteen GO3;200842;321125;P;18.0;;;;0.8;;;;0.335;1752498.0;200842;321124;200842;321124
1948;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T104702;SBI 24.45 (per bedrijf) Vervaardiging van overige non-ferrometalen, aluminium;5739;E-max Remelt;24420;Vervaardiging van aluminium;200842;321125;pub_0201;Basismetaal;36506;Schoorsteen HO3;200842;321125;P;18.0;;;;0.87;;;;0.589;1525982.0;200842;321124;200842;321124
1949;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T100600;SBI 17 (per bedrijf): Vervaardiging van papier, karton en papier- en kartonwaren;5740;WEPA Nederland B.V.;17220;Vervaardiging van huishoudelijke en sanitaire papierwaren;199937;360577;pub_0211;Papier(waren);35017;Afzuiging PM-4;199864;360518;P;18.0;;;;0.0;;;;0.97;2050000.0;199864;360517;199937;360576
1950;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T101100;SBI 20.1 (per bedrijf): Vervaardiging van chemische basisproducten;5804;PQ Silicas BV (Maastricht);20130;Vervaardiging van overige anorganische basischemicaliën;177330;321380;pub_0301;Chemische Industrie basisproducten;43269;2804 - Rookgassen stoomketel (aardgas);177611;321167;P;10.0;;;;0.0;;;;0.04;6989705.0;177611;321166;177330;321379
1951;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T105600;SBI 10.8 (per bedrijf): Overige voedingsmiddelenindustrie (exclusief SBI 10.81 en 10.82);10687;DSM Delft Permit BV;10890;Vervaardiging van overige voedingsmiddelen n.e.g.;83500;448300;pub_0216;Voedings- en genotmiddelenindustrie;38399;Gistproductie (fermentatie, fabC);83500;448300;P;85.0;;;;1.0;;;;10.0;18281.0;83500;448299;83500;448299
1952;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T100201;SBI 10-12 (per bedrijf): Voedings- & genotmiddelenindustrie;10687;DSM Delft Permit BV;10890;Vervaardiging van overige voedingsmiddelen n.e.g.;83500;448300;pub_0216;Voedings- en genotmiddelenindustrie;38402;Middendruk stoomketel K31 (bouwjaar 1978);83760;448257;P;50.0;;;;0.0;;;;2.5;14300664.0;83760;448256;83500;448299
1953;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T108500;SBI 35 (per bedrijf): Productie en distributie van elektriciteit en gas;114001;Maxima-centrale;35111;Productie van elektriciteit door thermische, kern- en warmtekrachtcentrales;164694;509969;pub_0503;Opwekking electriciteit;36155;FL4;164694;509969;P;70.0;;;;38.0;90.0;13.0;504.0;50.476;598264025.0;164694;509968;164694;509968
