;DATASET;EMISSIEJAAR;STOFCODE;STOF;DOELGROEPCODE;DOELGROEP;SUBDOELGROEPCODE;SUBDOELGROEP;BEDRIJFSNAAM;XCO_BEDRIJF;YCO_BEDRIJF;XCO_EMISSIEPUNT;YCO_EMISSIEPUNT;HOOGTE;LENGTE;BREEDTE;UITSTROOMOPENING;HOEK;WARMTEINHOUD;COMPARTIMENT;EMISSIE;XCO_EMISSIEPUNT_HARM;YCO_EMISSIEPUNT_HARM;XCO_BEDRIJF_HARM;YCO_BEDRIJF_HARM
105;ER Reeks 1990-2022 Definitief;2022;523;Methaan;3;Chemische Industrie;pub_0301;Chemische Industrie basisproducten;Shell Nederland Chemie BV (Moerdijk);97946;411331;97801.0;410804.0;100.0;;;5.23;;10.219;Lucht;417.8748856268092;97801.0;410804.0;97946;411331
106;ER Reeks 1990-2022 Definitief;2022;523;Methaan;3;Chemische Industrie;pub_0301;Chemische Industrie basisproducten;Indorama Ventures Europe BV;66394;442175;66596.0;441956.0;20.0;;;4.0;;11.969;Lucht;3672.0;66596.0;441956.0;66394;442175
107;ER Reeks 1990-2022 Definitief;2022;523;Methaan;3;Chemische Industrie;pub_0301;Chemische Industrie basisproducten;Chemelot Site Permit BV;183732;332404;183858.0;329870.0;65.0;;;0.4;;4.671334395;Lucht;568.0;183858.0;329870.0;183732;332404
108;ER Reeks 1990-2022 Definitief;2022;523;Methaan;3;Chemische Industrie;pub_0301;Chemische Industrie basisproducten;SACHEM Europe BV;146450;423280;146460.0;423280.0;6.0;;;0.25;;0.25;Lucht;333.6;146460.0;423280.0;146450;423280
109;ER Reeks 1990-2022 Definitief;2022;523;Methaan;3;Chemische Industrie;pub_0301;Chemische Industrie basisproducten;Eastman Chemical Middelburg BV;33940;390952;34280.0;391240.0;23.0;;;0.66;;0.488;Lucht;310.8;34280.0;391240.0;33940;390952
110;ER Reeks 1990-2022 Definitief;2022;523;Methaan;3;Chemische Industrie;pub_0301;Chemische Industrie basisproducten;Solvay Chemie BV;194887;353181;194887.0;353181.0;5.0;;;0.0;;0.0;Lucht;51.2;194887.0;353181.0;194887;353181
111;ER Reeks 1990-2022 Definitief;2022;523;Methaan;3;Chemische Industrie;pub_0301;Chemische Industrie basisproducten;Air Liquide Nederland BV;77139;433574;77139.0;433574.0;50.0;;;1.3;;0.602;Lucht;646.2;77139.0;433574.0;77139;433574
112;ER Reeks 1990-2022 Definitief;2022;523;Methaan;3;Chemische Industrie;pub_0301;Chemische Industrie basisproducten;Allnex Netherlands B.V.;77249;391375;77300.0;391350.0;5.0;;;0.0;;0.0;Lucht;29.28;77300.0;391350.0;77249;391375
113;ER Reeks 1990-2022 Definitief;2022;523;Methaan;3;Chemische Industrie;pub_0301;Chemische Industrie basisproducten;Aliancys Nederland B.V.;255180;523500;255160.0;523500.0;10.0;;;0.0;;0.019;Lucht;1.2;255160.0;523500.0;255180;523500
114;ER Reeks 1990-2022 Definitief;2022;523;Methaan;3;Chemische Industrie;pub_0304;Chemische Industrie overig;Albemarle Catalysts Company B.V.;124570;488620;124230.0;488780.0;20.0;;;0.0;;0.003;Lucht;11.82;124230.0;488780.0;124570;488620
115;ER Reeks 1990-2022 Definitief;2022;523;Methaan;3;Chemische Industrie;pub_0301;Chemische Industrie basisproducten;Air Products Nederland BV (Botlek);77340;432870;77300.0;432850.0;30.0;;;3.14;;2.71;Lucht;2072.999999999999;77300.0;432850.0;77340;432870
116;ER Reeks 1990-2022 Definitief;2022;523;Methaan;3;Chemische Industrie;pub_0301;Chemische Industrie basisproducten;Dow Benelux BV (Hoek);43193;373788;43197.0;373733.0;5.0;;;0.0;;0.001;Lucht;485.1;43197.0;373733.0;43193;373788
117;ER Reeks 1990-2022 Definitief;2022;523;Methaan;3;Chemische Industrie;pub_0301;Chemische Industrie basisproducten;Botlek VCM Plant;78610;431979;78656.0;432149.0;25.0;;;1.3;;1.6;Lucht;2699.82;78656.0;432149.0;78610;431979
118;ER Reeks 1990-2022 Definitief;2022;523;Methaan;3;Chemische Industrie;pub_0301;Chemische Industrie basisproducten;Emerald Kalama Chemical Rotterdam BV;77444;433673;77869.0;433800.0;40.0;;;1.9;;0.582;Lucht;202.20000000000016;77869.0;433800.0;77444;433673
119;ER Reeks 1990-2022 Definitief;2022;523;Methaan;3;Chemische Industrie;pub_0304;Chemische Industrie overig;Albemarle Catalysts Company B.V.;124570;488620;124206.0;488708.0;20.0;;;0.5027;;0.07;Lucht;420.6;124206.0;488708.0;124570;488620
120;ER Reeks 1990-2022 Definitief;2022;523;Methaan;3;Chemische Industrie;pub_0304;Chemische Industrie overig;Cabot Norit Nederland B.V.;116710;492900;116683.0;492917.0;15.0;;;0.0;;0.1;Lucht;6.156;116683.0;492917.0;116710;492900
121;ER Reeks 1990-2022 Definitief;2022;523;Methaan;3;Chemische Industrie;pub_0301;Chemische Industrie basisproducten;BASF Nederland B.V. (Nijehaske);188750;553750;188750.0;553750.0;10.0;;;0.5;;0.228;Lucht;21.642;188750.0;553750.0;188750;553750
122;ER Reeks 1990-2022 Definitief;2022;523;Methaan;3;Chemische Industrie;pub_0301;Chemische Industrie basisproducten;Chemelot Site Permit BV;183732;332404;183500.0;332300.0;5.0;;;0.9;;0.0;Lucht;1635.0;183500.0;332300.0;183732;332404
123;ER Reeks 1990-2022 Definitief;2022;523;Methaan;3;Chemische Industrie;pub_0301;Chemische Industrie basisproducten;Chemelot Site Permit BV;183732;332404;183718.0;333249.0;46.0;;;0.6;;0.067468115;Lucht;271.0;183718.0;333249.0;183732;332404
124;ER Reeks 1990-2022 Definitief;2022;523;Methaan;3;Chemische Industrie;pub_0301;Chemische Industrie basisproducten;Croda;108400;446500;108265.0;446532.0;3.0;;;0.008;;0.074;Lucht;13.5051646413868;108265.0;446532.0;108400;446500
125;ER Reeks 1990-2022 Definitief;2022;523;Methaan;3;Chemische Industrie;pub_0301;Chemische Industrie basisproducten;Aliancys Nederland B.V.;255180;523500;255180.0;523500.0;17.0;;;0.5;;0.153;Lucht;6.6;255180.0;523500.0;255180;523500
126;ER Reeks 1990-2022 Definitief;2022;523;Methaan;3;Chemische Industrie;pub_0301;Chemische Industrie basisproducten;Aliancys Nederland B.V.;255180;523500;255180.0;523500.0;5.0;;;0.0;;0.005;Lucht;3.6;255180.0;523500.0;255180;523500
127;ER Reeks 1990-2022 Definitief;2022;523;Methaan;3;Chemische Industrie;pub_0301;Chemische Industrie basisproducten;Croda;108400;446500;108335.0;446536.0;13.0;;;0.03;;0.003;Lucht;4.22160820112926;108335.0;446536.0;108400;446500
128;ER Reeks 1990-2022 Definitief;2022;523;Methaan;3;Chemische Industrie;pub_0301;Chemische Industrie basisproducten;Chemelot Site Permit BV;183732;332404;184112.0;333100.0;65.0;;;0.71;;0.17142125;Lucht;3931.0;184112.0;333100.0;183732;332404
129;ER Reeks 1990-2022 Definitief;2022;523;Methaan;3;Chemische Industrie;pub_0304;Chemische Industrie overig;Givaudan Nederland BV (Barneveld);168000;464350;168000.0;464350.0;17.0;;;0.42;;0.6;Lucht;132.6;168000.0;464350.0;168000;464350
130;ER Reeks 1990-2022 Definitief;2022;523;Methaan;3;Chemische Industrie;pub_0301;Chemische Industrie basisproducten;Dow Benelux BV (Hoek);43193;373788;43133.0;372887.0;60.0;;;3.94;;1.001;Lucht;710.0;43133.0;372887.0;43193;373788
131;ER Reeks 1990-2022 Definitief;2022;523;Methaan;3;Chemische Industrie;pub_0301;Chemische Industrie basisproducten;Lyondell Chemie Nederland BV;76900;433220;76900.0;433220.0;5.0;;;0.0;;0.0;Lucht;744.0;76900.0;433220.0;76900;433220
132;ER Reeks 1990-2022 Definitief;2022;523;Methaan;3;Chemische Industrie;pub_0301;Chemische Industrie basisproducten;Dow Benelux BV (Hoek);43193;373788;44109.0;373529.0;15.0;;;0.8;;0.028;Lucht;123.9999999999996;44109.0;373529.0;43193;373788
133;ER Reeks 1990-2022 Definitief;2022;523;Methaan;3;Chemische Industrie;pub_0301;Chemische Industrie basisproducten;DSM NeoResins B.V.;131981;412041;132000.0;412000.0;12.0;;;0.46;;0.277;Lucht;127.56;132000.0;412000.0;131981;412041
134;ER Reeks 1990-2022 Definitief;2022;523;Methaan;3;Chemische Industrie;pub_0304;Chemische Industrie overig;Cabot Norit Nederland B.V.;116710;492900;116701.0;492857.0;23.0;;;0.13;;0.319;Lucht;53.091;116701.0;492857.0;116710;492900
135;ER Reeks 1990-2022 Definitief;2022;523;Methaan;12;Handel. Diensten en Overheid (HDO);pub_1201;Energiegebruik en processen Handel. Diensten en Overheid (HDO);UMC St Radboud & Radboud Universiteit Nijmegen;187976;425797;187976.0;425797.0;5.0;;;0.0;;0.0;Lucht;39.3;187976.0;425797.0;187976;425797
136;ER Reeks 1990-2022 Definitief;2022;523;Methaan;12;Handel. Diensten en Overheid (HDO);pub_1201;Energiegebruik en processen Handel. Diensten en Overheid (HDO);UMC St Radboud & Radboud Universiteit Nijmegen;187976;425797;187709.0;426402.0;38.0;0.0;0.0;0.0;;0.0083333333333333;Lucht;274.2;187709.0;426402.0;187976;425797
137;ER Reeks 1990-2022 Definitief;2022;523;Methaan;12;Handel. Diensten en Overheid (HDO);pub_1201;Energiegebruik en processen Handel. Diensten en Overheid (HDO);ARKEMA Vlissingen BV;37013;386172;37000.0;385640.0;10.0;;;2.0;;1.59466666666667;Lucht;712.8;37000.0;385640.0;37013;386172
138;ER Reeks 1990-2022 Definitief;2022;523;Methaan;12;Handel. Diensten en Overheid (HDO);pub_1201;Energiegebruik en processen Handel. Diensten en Overheid (HDO);Wilmar Oleochemicals BV;77212;433504;76577.0;434345.0;27.0;;;0.005;;0.002;Lucht;68.9;76577.0;434345.0;77212;433504
139;ER Reeks 1990-2022 Definitief;2022;523;Methaan;11;Riolering en waterzuiveringsinstallaties;pub_1102;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;RWZI Raalte;214653;490119;;;;;;;;;Lucht;6373.7480375;;;214653;490119
140;ER Reeks 1990-2022 Definitief;2022;523;Methaan;11;Riolering en waterzuiveringsinstallaties;pub_1102;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;RWZI Olburgen;207000;451200;;;;;;;;;Lucht;19090.1314982772;;;207000;451200
141;ER Reeks 1990-2022 Definitief;2022;523;Methaan;11;Riolering en waterzuiveringsinstallaties;pub_1102;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;RWZI Berkenwoude;108000;438000;;;;;;;;;Lucht;720.6991125;;;108000;438000
142;ER Reeks 1990-2022 Definitief;2022;523;Methaan;11;Riolering en waterzuiveringsinstallaties;pub_1102;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;SVI Heerenveen-Noord;189100;553800;;;;;;;;;Lucht;5.3678;;;189100;553800
143;ER Reeks 1990-2022 Definitief;2022;523;Methaan;11;Riolering en waterzuiveringsinstallaties;pub_1102;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;RWZI Dinxperlo;229600;430200;;;;;;;;;Lucht;3187.35735;;;229600;430200
144;ER Reeks 1990-2022 Definitief;2022;523;Methaan;11;Riolering en waterzuiveringsinstallaties;pub_1102;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;RWZI Harderwijk;171615;485571;;;;;;;;;Lucht;47648.3914682821;;;171615;485571
145;ER Reeks 1990-2022 Definitief;2022;523;Methaan;11;Riolering en waterzuiveringsinstallaties;pub_1102;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;RWZI Oud Beijerland;88992;427000;;;;;;;;;Lucht;10164.696975;;;88992;427000
146;ER Reeks 1990-2022 Definitief;2022;523;Methaan;11;Riolering en waterzuiveringsinstallaties;pub_1102;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;RWZI Harlingen;159485;576192;;;;;;;;;Lucht;6401.230975;;;159485;576192
147;ER Reeks 1990-2022 Definitief;2022;523;Methaan;11;Riolering en waterzuiveringsinstallaties;pub_1102;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;RWZI Amsterdam-Westpoort;115200;491871;;;;;;;;;Lucht;54939.9213;;;115200;491871
148;ER Reeks 1990-2022 Definitief;2022;523;Methaan;11;Riolering en waterzuiveringsinstallaties;pub_1102;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;RWZI Wijlre;190894;315348;;;;;;;;;Lucht;6547.05959918919;;;190894;315348
149;ER Reeks 1990-2022 Definitief;2022;523;Methaan;11;Riolering en waterzuiveringsinstallaties;pub_1102;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;RWZI Venlo;208670;377205;;;;;;;;;Lucht;64545.9492887375;;;208670;377205
150;ER Reeks 1990-2022 Definitief;2022;523;Methaan;11;Riolering en waterzuiveringsinstallaties;pub_1102;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;RWZI Beesd;140000;434400;;;;;;;;;Lucht;1315.0104;;;140000;434400
151;ER Reeks 1990-2022 Definitief;2022;523;Methaan;11;Riolering en waterzuiveringsinstallaties;pub_1102;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;RWZI Vianen;135182;445641;;;;;;;;;Lucht;5302.0171;;;135182;445641
152;ER Reeks 1990-2022 Definitief;2022;523;Methaan;11;Riolering en waterzuiveringsinstallaties;pub_1102;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;Delfluent Services BV;78197;456183;;;;;;;;;Lucht;51099.9348461749;;;78197;456183
153;ER Reeks 1990-2022 Definitief;2022;523;Methaan;11;Riolering en waterzuiveringsinstallaties;pub_1102;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;RWZI Rotterdam-Dokhaven;91503;434572;;;;;;;;;Lucht;73423.5965277796;;;91503;434572
154;ER Reeks 1990-2022 Definitief;2022;523;Methaan;11;Riolering en waterzuiveringsinstallaties;pub_1102;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;RWZI Oude Pekela;264800;571136;;;;;;;;;Lucht;2047.5992;;;264800;571136
155;ER Reeks 1990-2022 Definitief;2022;523;Methaan;11;Riolering en waterzuiveringsinstallaties;pub_1102;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;RWZI Heino;210430;495113;;;;;;;;;Lucht;1320.068025;;;210430;495113
156;ER Reeks 1990-2022 Definitief;2022;523;Methaan;11;Riolering en waterzuiveringsinstallaties;pub_1102;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;RWZI Bolsward;164100;565200;;;;;;;;;Lucht;6384.0997875;;;164100;565200
157;ER Reeks 1990-2022 Definitief;2022;523;Methaan;11;Riolering en waterzuiveringsinstallaties;pub_1102;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;RWZI Bath;75629;379539;;;;;;;;;Lucht;89361.3582677874;;;75629;379539
158;ER Reeks 1990-2022 Definitief;2022;523;Methaan;11;Riolering en waterzuiveringsinstallaties;pub_1102;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;RWZI Kortenoord;103000;442900;;;;;;;;;Lucht;19899.76415;;;103000;442900
159;ER Reeks 1990-2022 Definitief;2022;523;Methaan;11;Riolering en waterzuiveringsinstallaties;pub_1102;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;RWZI Aalten;236500;436700;;;;;;;;;Lucht;5273.8369375;;;236500;436700
160;ER Reeks 1990-2022 Definitief;2022;523;Methaan;11;Riolering en waterzuiveringsinstallaties;pub_1102;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;RWZI Putte;85400;375600;;;;;;;;;Lucht;1431.0834;;;85400;375600
161;ER Reeks 1990-2022 Definitief;2022;523;Methaan;11;Riolering en waterzuiveringsinstallaties;pub_1102;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;RWZI Weesp;129985;481231;;;;;;;;;Lucht;5804.000775;;;129985;481231
162;ER Reeks 1990-2022 Definitief;2022;523;Methaan;11;Riolering en waterzuiveringsinstallaties;pub_1102;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;RWZI Zaandam-Oost;119024;493720;;;;;;;;;Lucht;14977.8661548207;;;119024;493720
163;ER Reeks 1990-2022 Definitief;2022;523;Methaan;11;Riolering en waterzuiveringsinstallaties;pub_1102;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;RWZI Weert;179383;364192;;;;;;;;;Lucht;19599.5826739036;;;179383;364192
164;ER Reeks 1990-2022 Definitief;2022;523;Methaan;11;Riolering en waterzuiveringsinstallaties;pub_1102;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;RWZI Oude Tonge;71500;411300;;;;;;;;;Lucht;3341.2634625;;;71500;411300
165;ER Reeks 1990-2022 Definitief;2022;523;Methaan;11;Riolering en waterzuiveringsinstallaties;pub_1102;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;RWZI Uithuizermeeden;244865;603300;;;;;;;;;Lucht;1366.5694125;;;244865;603300
166;ER Reeks 1990-2022 Definitief;2022;523;Methaan;11;Riolering en waterzuiveringsinstallaties;pub_1102;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;RWZI Hilvarenbeek;140100;390200;;;;;;;;;Lucht;8497.3370625;;;140100;390200
167;ER Reeks 1990-2022 Definitief;2022;523;Methaan;11;Riolering en waterzuiveringsinstallaties;pub_1102;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;RWZI Alphen Kerk en Zanen;102922;460234;;;;;;;;;Lucht;14263.70455;;;102922;460234
168;ER Reeks 1990-2022 Definitief;2022;523;Methaan;11;Riolering en waterzuiveringsinstallaties;pub_1102;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;RWZI Millingen;198791;430874;;;;;;;;;Lucht;2139.0612;;;198791;430874
169;ER Reeks 1990-2022 Definitief;2022;523;Methaan;11;Riolering en waterzuiveringsinstallaties;pub_1102;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;RWZI Tweede Exloermond;260000;549000;;;;;;;;;Lucht;1709.477;;;260000;549000
170;ER Reeks 1990-2022 Definitief;2022;523;Methaan;11;Riolering en waterzuiveringsinstallaties;pub_1102;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;RWZI Dronten;177400;505500;;;;;;;;;Lucht;6869.93686631278;;;177400;505500
171;ER Reeks 1990-2022 Definitief;2022;523;Methaan;11;Riolering en waterzuiveringsinstallaties;pub_1102;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;RWZI Ooltgensplaat;83750;409858;;;;;;;;;Lucht;481.1375625;;;83750;409858
172;ER Reeks 1990-2022 Definitief;2022;523;Methaan;11;Riolering en waterzuiveringsinstallaties;pub_1102;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;RWZI Oisterwijk;143700;399800;;;;;;;;;Lucht;6459.0374625;;;143700;399800
173;ER Reeks 1990-2022 Definitief;2022;523;Methaan;11;Riolering en waterzuiveringsinstallaties;pub_1102;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;RWZI Almelo-Sumpel;239200;484400;;;;;;;;;Lucht;14257.5386125;;;239200;484400
174;ER Reeks 1990-2022 Definitief;2022;523;Methaan;11;Riolering en waterzuiveringsinstallaties;pub_1102;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;RWZI Hardenberg;237908;506639;;;;;;;;;Lucht;9341.6348;;;237908;506639
175;ER Reeks 1990-2022 Definitief;2022;523;Methaan;11;Riolering en waterzuiveringsinstallaties;pub_1102;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;RWZI Workum;159300;553900;;;;;;;;;Lucht;1495.8980125;;;159300;553900
176;ER Reeks 1990-2022 Definitief;2022;523;Methaan;11;Riolering en waterzuiveringsinstallaties;pub_1102;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;RWZI Hulst;63500;366400;;;;;;;;;Lucht;3163.95315;;;63500;366400
177;ER Reeks 1990-2022 Definitief;2022;523;Methaan;11;Riolering en waterzuiveringsinstallaties;pub_1102;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;RWZI Schelluinen;123868;428442;;;;;;;;;Lucht;16715.4857375;;;123868;428442
178;ER Reeks 1990-2022 Definitief;2022;523;Methaan;11;Riolering en waterzuiveringsinstallaties;pub_1102;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;RWZI Den Ham;229136;498038;;;;;;;;;Lucht;1317.4914375;;;229136;498038
179;ER Reeks 1990-2022 Definitief;2022;523;Methaan;11;Riolering en waterzuiveringsinstallaties;pub_1102;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;RWZI Lichtenvoorde;235624;446187;;;;;;;;;Lucht;5885.5377375;;;235624;446187
180;ER Reeks 1990-2022 Definitief;2022;523;Methaan;11;Riolering en waterzuiveringsinstallaties;pub_1102;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;RWZI Bunnik;143500;452800;;;;;;;;;Lucht;3484.5766125;;;143500;452800
181;ER Reeks 1990-2022 Definitief;2022;523;Methaan;11;Riolering en waterzuiveringsinstallaties;pub_1102;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;RWZI Almelo Vissedijk;241000;487200;;;;;;;;;Lucht;14865.9291;;;241000;487200
182;ER Reeks 1990-2022 Definitief;2022;523;Methaan;11;Riolering en waterzuiveringsinstallaties;pub_1102;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;RWZI Winterswijk;245640;445104;;;;;;;;;Lucht;19276.22145;;;245640;445104
183;ER Reeks 1990-2022 Definitief;2022;523;Methaan;11;Riolering en waterzuiveringsinstallaties;pub_1102;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;RWZI Nijverdal;229100;487300;;;;;;;;;Lucht;15898.5397375;;;229100;487300
184;ER Reeks 1990-2022 Definitief;2022;523;Methaan;11;Riolering en waterzuiveringsinstallaties;pub_1102;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;RWZI Leiden Zuid-West;92483;461314;;;;;;;;;Lucht;27106.6028924687;;;92483;461314
185;ER Reeks 1990-2022 Definitief;2022;523;Methaan;11;Riolering en waterzuiveringsinstallaties;pub_1102;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;RWZI Amsterdam-West;114161;490246;;;;;;;;;Lucht;212538.74739272456;;;114161;490246
186;ER Reeks 1990-2022 Definitief;2022;523;Methaan;11;Riolering en waterzuiveringsinstallaties;pub_1102;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;RWZI St. Maartensdijk-Scherpenisse;63979;397049;;;;;;;;;Lucht;3854.7110625;;;63979;397049
187;ER Reeks 1990-2022 Definitief;2022;523;Methaan;11;Riolering en waterzuiveringsinstallaties;pub_1102;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;RWZI Rozenburg;75200;437200;;;;;;;;;Lucht;2456.5516875;;;75200;437200
188;ER Reeks 1990-2022 Definitief;2022;523;Methaan;11;Riolering en waterzuiveringsinstallaties;pub_1102;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;RWZI Den Bommel;77500;415750;;;;;;;;;Lucht;372.8094;;;77500;415750
189;ER Reeks 1990-2022 Definitief;2022;523;Methaan;5;Energiesector;pub_0503;Opwekking electriciteit;Eneco Solar. Bio & Hydro BV. WKC Ypenburg;85471;452540;85455.0;452580.0;20.0;;;0.28;;0.302;Lucht;612.0;85455.0;452580.0;85471;452540
